Race,Sex,Ethnicity,County,Count,Age,Year
White,Male,Not Hispanic,1,1557,1,2024
White,Female,Not Hispanic,1,1442,1,2024
Black,Male,Not Hispanic,1,85,1,2024
Black,Female,Not Hispanic,1,101,1,2024
AIAN,Male,Not Hispanic,1,4,1,2024
AIAN,Female,Not Hispanic,1,2,1,2024
Asian,Male,Not Hispanic,1,22,1,2024
Asian,Female,Not Hispanic,1,12,1,2024
NHOPI,Female,Not Hispanic,1,1,1,2024
TOM,Male,Not Hispanic,1,107,1,2024
TOM,Female,Not Hispanic,1,99,1,2024
White,Male,Hispanic,1,41,1,2024
White,Female,Hispanic,1,36,1,2024
Black,Male,Hispanic,1,3,1,2024
Black,Female,Hispanic,1,2,1,2024
AIAN,Female,Hispanic,1,5,1,2024
TOM,Male,Hispanic,1,7,1,2024
TOM,Female,Hispanic,1,17,1,2024
White,Male,Not Hispanic,1,1726,2,2024
White,Female,Not Hispanic,1,1632,2,2024
Black,Male,Not Hispanic,1,122,2,2024
Black,Female,Not Hispanic,1,106,2,2024
AIAN,Male,Not Hispanic,1,5,2,2024
AIAN,Female,Not Hispanic,1,1,2,2024
Asian,Male,Not Hispanic,1,26,2,2024
Asian,Female,Not Hispanic,1,25,2,2024
NHOPI,Female,Not Hispanic,1,1,2,2024
TOM,Male,Not Hispanic,1,114,2,2024
TOM,Female,Not Hispanic,1,113,2,2024
White,Male,Hispanic,1,50,2,2024
White,Female,Hispanic,1,52,2,2024
Black,Male,Hispanic,1,12,2,2024
Black,Female,Hispanic,1,7,2,2024
AIAN,Male,Hispanic,1,6,2,2024
AIAN,Female,Hispanic,1,6,2,2024
TOM,Male,Hispanic,1,4,2,2024
TOM,Female,Hispanic,1,7,2,2024
White,Male,Not Hispanic,1,1777,3,2024
White,Female,Not Hispanic,1,1658,3,2024
Black,Male,Not Hispanic,1,110,3,2024
Black,Female,Not Hispanic,1,85,3,2024
AIAN,Male,Not Hispanic,1,5,3,2024
AIAN,Female,Not Hispanic,1,2,3,2024
Asian,Male,Not Hispanic,1,14,3,2024
Asian,Female,Not Hispanic,1,28,3,2024
NHOPI,Female,Not Hispanic,1,2,3,2024
TOM,Male,Not Hispanic,1,110,3,2024
TOM,Female,Not Hispanic,1,91,3,2024
White,Male,Hispanic,1,52,3,2024
White,Female,Hispanic,1,45,3,2024
Black,Male,Hispanic,1,11,3,2024
Black,Female,Hispanic,1,2,3,2024
AIAN,Male,Hispanic,1,5,3,2024
AIAN,Female,Hispanic,1,9,3,2024
TOM,Male,Hispanic,1,8,3,2024
TOM,Female,Hispanic,1,4,3,2024
White,Male,Not Hispanic,1,1764,4,2024
White,Female,Not Hispanic,1,1731,4,2024
Black,Male,Not Hispanic,1,117,4,2024
Black,Female,Not Hispanic,1,111,4,2024
AIAN,Male,Not Hispanic,1,2,4,2024
AIAN,Female,Not Hispanic,1,7,4,2024
Asian,Male,Not Hispanic,1,32,4,2024
Asian,Female,Not Hispanic,1,18,4,2024
TOM,Male,Not Hispanic,1,96,4,2024
TOM,Female,Not Hispanic,1,95,4,2024
White,Male,Hispanic,1,55,4,2024
White,Female,Hispanic,1,49,4,2024
Black,Male,Hispanic,1,7,4,2024
Black,Female,Hispanic,1,5,4,2024
AIAN,Male,Hispanic,1,5,4,2024
AIAN,Female,Hispanic,1,2,4,2024
Asian,Male,Hispanic,1,1,4,2024
TOM,Male,Hispanic,1,5,4,2024
TOM,Female,Hispanic,1,4,4,2024
White,Male,Not Hispanic,1,1579,5,2024
White,Female,Not Hispanic,1,1532,5,2024
Black,Male,Not Hispanic,1,108,5,2024
Black,Female,Not Hispanic,1,111,5,2024
AIAN,Male,Not Hispanic,1,5,5,2024
AIAN,Female,Not Hispanic,1,3,5,2024
Asian,Male,Not Hispanic,1,9,5,2024
Asian,Female,Not Hispanic,1,14,5,2024
TOM,Male,Not Hispanic,1,75,5,2024
TOM,Female,Not Hispanic,1,73,5,2024
White,Male,Hispanic,1,70,5,2024
White,Female,Hispanic,1,60,5,2024
Black,Male,Hispanic,1,4,5,2024
Black,Female,Hispanic,1,4,5,2024
AIAN,Male,Hispanic,1,20,5,2024
AIAN,Female,Hispanic,1,2,5,2024
Asian,Male,Hispanic,1,1,5,2024
Asian,Female,Hispanic,1,1,5,2024
TOM,Male,Hispanic,1,8,5,2024
TOM,Female,Hispanic,1,10,5,2024
White,Male,Not Hispanic,1,1551,6,2024
White,Female,Not Hispanic,1,1541,6,2024
Black,Male,Not Hispanic,1,107,6,2024
Black,Female,Not Hispanic,1,74,6,2024
AIAN,Male,Not Hispanic,1,3,6,2024
AIAN,Female,Not Hispanic,1,3,6,2024
Asian,Male,Not Hispanic,1,7,6,2024
Asian,Female,Not Hispanic,1,20,6,2024
NHOPI,Male,Not Hispanic,1,1,6,2024
TOM,Male,Not Hispanic,1,52,6,2024
TOM,Female,Not Hispanic,1,51,6,2024
White,Male,Hispanic,1,32,6,2024
White,Female,Hispanic,1,40,6,2024
Black,Male,Hispanic,1,4,6,2024
AIAN,Male,Hispanic,1,10,6,2024
Asian,Male,Hispanic,1,2,6,2024
Asian,Female,Hispanic,1,1,6,2024
NHOPI,Female,Hispanic,1,1,6,2024
TOM,Male,Hispanic,1,7,6,2024
TOM,Female,Hispanic,1,1,6,2024
White,Male,Not Hispanic,1,1725,7,2024
White,Female,Not Hispanic,1,1769,7,2024
Black,Male,Not Hispanic,1,113,7,2024
Black,Female,Not Hispanic,1,85,7,2024
AIAN,Male,Not Hispanic,1,1,7,2024
AIAN,Female,Not Hispanic,1,1,7,2024
Asian,Male,Not Hispanic,1,9,7,2024
Asian,Female,Not Hispanic,1,24,7,2024
NHOPI,Female,Not Hispanic,1,1,7,2024
TOM,Male,Not Hispanic,1,28,7,2024
TOM,Female,Not Hispanic,1,40,7,2024
White,Male,Hispanic,1,54,7,2024
White,Female,Hispanic,1,49,7,2024
Black,Male,Hispanic,1,1,7,2024
Black,Female,Hispanic,1,7,7,2024
AIAN,Male,Hispanic,1,5,7,2024
Asian,Male,Hispanic,1,2,7,2024
TOM,Female,Hispanic,1,4,7,2024
White,Male,Not Hispanic,1,1747,8,2024
White,Female,Not Hispanic,1,1779,8,2024
Black,Male,Not Hispanic,1,90,8,2024
Black,Female,Not Hispanic,1,64,8,2024
AIAN,Male,Not Hispanic,1,3,8,2024
AIAN,Female,Not Hispanic,1,11,8,2024
Asian,Male,Not Hispanic,1,24,8,2024
Asian,Female,Not Hispanic,1,20,8,2024
NHOPI,Female,Not Hispanic,1,2,8,2024
TOM,Male,Not Hispanic,1,24,8,2024
TOM,Female,Not Hispanic,1,31,8,2024
White,Male,Hispanic,1,49,8,2024
White,Female,Hispanic,1,38,8,2024
Black,Male,Hispanic,1,8,8,2024
Black,Female,Hispanic,1,2,8,2024
AIAN,Female,Hispanic,1,1,8,2024
Asian,Male,Hispanic,1,1,8,2024
Asian,Female,Hispanic,1,1,8,2024
NHOPI,Male,Hispanic,1,2,8,2024
TOM,Male,Hispanic,1,2,8,2024
TOM,Female,Hispanic,1,4,8,2024
White,Male,Not Hispanic,1,1838,9,2024
White,Female,Not Hispanic,1,1841,9,2024
Black,Male,Not Hispanic,1,95,9,2024
Black,Female,Not Hispanic,1,54,9,2024
AIAN,Male,Not Hispanic,1,2,9,2024
AIAN,Female,Not Hispanic,1,3,9,2024
Asian,Male,Not Hispanic,1,17,9,2024
Asian,Female,Not Hispanic,1,27,9,2024
NHOPI,Male,Not Hispanic,1,2,9,2024
TOM,Male,Not Hispanic,1,25,9,2024
TOM,Female,Not Hispanic,1,22,9,2024
White,Male,Hispanic,1,37,9,2024
White,Female,Hispanic,1,27,9,2024
Black,Male,Hispanic,1,9,9,2024
Black,Female,Hispanic,1,2,9,2024
Asian,Male,Hispanic,1,1,9,2024
Asian,Female,Hispanic,1,1,9,2024
TOM,Male,Hispanic,1,2,9,2024
TOM,Female,Hispanic,1,1,9,2024
White,Male,Not Hispanic,1,1618,10,2024
White,Female,Not Hispanic,1,1566,10,2024
Black,Male,Not Hispanic,1,80,10,2024
Black,Female,Not Hispanic,1,67,10,2024
AIAN,Male,Not Hispanic,1,1,10,2024
AIAN,Female,Not Hispanic,1,8,10,2024
Asian,Male,Not Hispanic,1,23,10,2024
Asian,Female,Not Hispanic,1,21,10,2024
NHOPI,Female,Not Hispanic,1,1,10,2024
TOM,Male,Not Hispanic,1,17,10,2024
TOM,Female,Not Hispanic,1,19,10,2024
White,Male,Hispanic,1,34,10,2024
White,Female,Hispanic,1,27,10,2024
Black,Male,Hispanic,1,7,10,2024
Black,Female,Hispanic,1,1,10,2024
AIAN,Male,Hispanic,1,1,10,2024
AIAN,Female,Hispanic,1,2,10,2024
TOM,Male,Hispanic,1,1,10,2024
TOM,Female,Hispanic,1,4,10,2024
White,Male,Not Hispanic,1,1654,11,2024
White,Female,Not Hispanic,1,1654,11,2024
Black,Male,Not Hispanic,1,61,11,2024
Black,Female,Not Hispanic,1,63,11,2024
AIAN,Male,Not Hispanic,1,3,11,2024
AIAN,Female,Not Hispanic,1,3,11,2024
Asian,Male,Not Hispanic,1,7,11,2024
Asian,Female,Not Hispanic,1,13,11,2024
NHOPI,Female,Not Hispanic,1,1,11,2024
TOM,Male,Not Hispanic,1,17,11,2024
TOM,Female,Not Hispanic,1,13,11,2024
White,Male,Hispanic,1,32,11,2024
White,Female,Hispanic,1,27,11,2024
Black,Female,Hispanic,1,2,11,2024
AIAN,Male,Hispanic,1,4,11,2024
AIAN,Female,Hispanic,1,2,11,2024
Asian,Male,Hispanic,1,1,11,2024
TOM,Male,Hispanic,1,1,11,2024
TOM,Female,Hispanic,1,2,11,2024
White,Male,Not Hispanic,1,1783,12,2024
White,Female,Not Hispanic,1,1872,12,2024
Black,Male,Not Hispanic,1,65,12,2024
Black,Female,Not Hispanic,1,55,12,2024
AIAN,Male,Not Hispanic,1,10,12,2024
AIAN,Female,Not Hispanic,1,1,12,2024
Asian,Male,Not Hispanic,1,11,12,2024
Asian,Female,Not Hispanic,1,16,12,2024
NHOPI,Male,Not Hispanic,1,1,12,2024
TOM,Male,Not Hispanic,1,14,12,2024
TOM,Female,Not Hispanic,1,15,12,2024
White,Male,Hispanic,1,22,12,2024
White,Female,Hispanic,1,22,12,2024
Black,Male,Hispanic,1,4,12,2024
AIAN,Male,Hispanic,1,2,12,2024
AIAN,Female,Hispanic,1,1,12,2024
Asian,Female,Hispanic,1,1,12,2024
TOM,Male,Hispanic,1,2,12,2024
TOM,Female,Hispanic,1,1,12,2024
White,Male,Not Hispanic,1,2100,13,2024
White,Female,Not Hispanic,1,2154,13,2024
Black,Male,Not Hispanic,1,76,13,2024
Black,Female,Not Hispanic,1,65,13,2024
AIAN,Male,Not Hispanic,1,10,13,2024
AIAN,Female,Not Hispanic,1,2,13,2024
Asian,Male,Not Hispanic,1,3,13,2024
Asian,Female,Not Hispanic,1,18,13,2024
TOM,Male,Not Hispanic,1,11,13,2024
TOM,Female,Not Hispanic,1,8,13,2024
White,Male,Hispanic,1,10,13,2024
White,Female,Hispanic,1,13,13,2024
Black,Female,Hispanic,1,4,13,2024
AIAN,Male,Hispanic,1,2,13,2024
Asian,Male,Hispanic,1,2,13,2024
TOM,Male,Hispanic,1,1,13,2024
TOM,Female,Hispanic,1,1,13,2024
White,Male,Not Hispanic,1,1904,14,2024
White,Female,Not Hispanic,1,1996,14,2024
Black,Male,Not Hispanic,1,61,14,2024
Black,Female,Not Hispanic,1,57,14,2024
AIAN,Male,Not Hispanic,1,3,14,2024
AIAN,Female,Not Hispanic,1,8,14,2024
Asian,Male,Not Hispanic,1,19,14,2024
Asian,Female,Not Hispanic,1,19,14,2024
NHOPI,Male,Not Hispanic,1,1,14,2024
TOM,Male,Not Hispanic,1,7,14,2024
TOM,Female,Not Hispanic,1,12,14,2024
White,Male,Hispanic,1,2,14,2024
White,Female,Hispanic,1,16,14,2024
AIAN,Female,Hispanic,1,1,14,2024
Asian,Male,Hispanic,1,1,14,2024
TOM,Female,Hispanic,1,1,14,2024
White,Male,Not Hispanic,1,1566,15,2024
White,Female,Not Hispanic,1,1694,15,2024
Black,Male,Not Hispanic,1,48,15,2024
Black,Female,Not Hispanic,1,41,15,2024
AIAN,Male,Not Hispanic,1,2,15,2024
AIAN,Female,Not Hispanic,1,4,15,2024
Asian,Male,Not Hispanic,1,15,15,2024
Asian,Female,Not Hispanic,1,16,15,2024
NHOPI,Male,Not Hispanic,1,1,15,2024
NHOPI,Female,Not Hispanic,1,3,15,2024
TOM,Male,Not Hispanic,1,8,15,2024
TOM,Female,Not Hispanic,1,8,15,2024
White,Male,Hispanic,1,9,15,2024
White,Female,Hispanic,1,11,15,2024
AIAN,Male,Hispanic,1,1,15,2024
AIAN,Female,Hispanic,1,1,15,2024
White,Male,Not Hispanic,1,1128,16,2024
White,Female,Not Hispanic,1,1355,16,2024
Black,Male,Not Hispanic,1,30,16,2024
Black,Female,Not Hispanic,1,33,16,2024
AIAN,Male,Not Hispanic,1,2,16,2024
AIAN,Female,Not Hispanic,1,3,16,2024
Asian,Male,Not Hispanic,1,14,16,2024
Asian,Female,Not Hispanic,1,11,16,2024
NHOPI,Female,Not Hispanic,1,1,16,2024
TOM,Male,Not Hispanic,1,7,16,2024
TOM,Female,Not Hispanic,1,2,16,2024
White,Male,Hispanic,1,10,16,2024
White,Female,Hispanic,1,7,16,2024
TOM,Male,Hispanic,1,2,16,2024
TOM,Female,Hispanic,1,1,16,2024
White,Male,Not Hispanic,1,783,17,2024
White,Female,Not Hispanic,1,951,17,2024
Black,Male,Not Hispanic,1,18,17,2024
Black,Female,Not Hispanic,1,14,17,2024
AIAN,Female,Not Hispanic,1,1,17,2024
Asian,Male,Not Hispanic,1,3,17,2024
Asian,Female,Not Hispanic,1,7,17,2024
TOM,Male,Not Hispanic,1,5,17,2024
TOM,Female,Not Hispanic,1,5,17,2024
White,Male,Hispanic,1,8,17,2024
White,Female,Hispanic,1,6,17,2024
Black,Female,Hispanic,1,1,17,2024
White,Male,Not Hispanic,1,797,18,2024
White,Female,Not Hispanic,1,1113,18,2024
Black,Male,Not Hispanic,1,24,18,2024
Black,Female,Not Hispanic,1,27,18,2024
AIAN,Female,Not Hispanic,1,4,18,2024
Asian,Male,Not Hispanic,1,7,18,2024
Asian,Female,Not Hispanic,1,3,18,2024
TOM,Male,Not Hispanic,1,8,18,2024
TOM,Female,Not Hispanic,1,17,18,2024
White,Male,Hispanic,1,15,18,2024
White,Female,Hispanic,1,7,18,2024
AIAN,Male,Hispanic,1,1,18,2024
White,Male,Not Hispanic,3,64,1,2024
White,Female,Not Hispanic,3,57,1,2024
Black,Male,Not Hispanic,3,29,1,2024
Black,Female,Not Hispanic,3,20,1,2024
TOM,Male,Not Hispanic,3,16,1,2024
TOM,Female,Not Hispanic,3,6,1,2024
White,Male,Hispanic,3,3,1,2024
Black,Female,Hispanic,3,1,1,2024
TOM,Female,Hispanic,3,1,1,2024
White,Male,Not Hispanic,3,73,2,2024
White,Female,Not Hispanic,3,78,2,2024
Black,Male,Not Hispanic,3,32,2,2024
Black,Female,Not Hispanic,3,43,2,2024
Asian,Male,Not Hispanic,3,1,2,2024
TOM,Male,Not Hispanic,3,15,2,2024
TOM,Female,Not Hispanic,3,8,2,2024
White,Male,Hispanic,3,3,2,2024
White,Female,Hispanic,3,4,2,2024
Black,Male,Hispanic,3,2,2,2024
Black,Female,Hispanic,3,3,2,2024
White,Male,Not Hispanic,3,93,3,2024
White,Female,Not Hispanic,3,83,3,2024
Black,Male,Not Hispanic,3,40,3,2024
Black,Female,Not Hispanic,3,53,3,2024
AIAN,Female,Not Hispanic,3,1,3,2024
TOM,Male,Not Hispanic,3,6,3,2024
TOM,Female,Not Hispanic,3,9,3,2024
White,Male,Hispanic,3,7,3,2024
White,Female,Hispanic,3,6,3,2024
Black,Female,Hispanic,3,5,3,2024
AIAN,Female,Hispanic,3,1,3,2024
TOM,Female,Hispanic,3,3,3,2024
White,Male,Not Hispanic,3,82,4,2024
White,Female,Not Hispanic,3,68,4,2024
Black,Male,Not Hispanic,3,47,4,2024
Black,Female,Not Hispanic,3,52,4,2024
TOM,Male,Not Hispanic,3,8,4,2024
TOM,Female,Not Hispanic,3,8,4,2024
White,Male,Hispanic,3,3,4,2024
White,Female,Hispanic,3,6,4,2024
Black,Female,Hispanic,3,1,4,2024
NHOPI,Male,Hispanic,3,1,4,2024
TOM,Male,Hispanic,3,1,4,2024
White,Male,Not Hispanic,3,59,5,2024
White,Female,Not Hispanic,3,52,5,2024
Black,Male,Not Hispanic,3,44,5,2024
Black,Female,Not Hispanic,3,35,5,2024
AIAN,Male,Not Hispanic,3,1,5,2024
Asian,Male,Not Hispanic,3,1,5,2024
Asian,Female,Not Hispanic,3,1,5,2024
TOM,Male,Not Hispanic,3,9,5,2024
TOM,Female,Not Hispanic,3,5,5,2024
White,Male,Hispanic,3,3,5,2024
White,Female,Hispanic,3,2,5,2024
Black,Male,Hispanic,3,1,5,2024
Black,Female,Hispanic,3,1,5,2024
White,Male,Not Hispanic,3,44,6,2024
White,Female,Not Hispanic,3,55,6,2024
Black,Male,Not Hispanic,3,32,6,2024
Black,Female,Not Hispanic,3,32,6,2024
Asian,Male,Not Hispanic,3,1,6,2024
TOM,Male,Not Hispanic,3,3,6,2024
TOM,Female,Not Hispanic,3,2,6,2024
White,Male,Hispanic,3,1,6,2024
White,Female,Hispanic,3,2,6,2024
Black,Male,Hispanic,3,1,6,2024
Black,Female,Hispanic,3,1,6,2024
White,Male,Not Hispanic,3,65,7,2024
White,Female,Not Hispanic,3,71,7,2024
Black,Male,Not Hispanic,3,51,7,2024
Black,Female,Not Hispanic,3,31,7,2024
AIAN,Male,Not Hispanic,3,1,7,2024
NHOPI,Male,Not Hispanic,3,1,7,2024
TOM,Male,Not Hispanic,3,1,7,2024
TOM,Female,Not Hispanic,3,2,7,2024
White,Male,Hispanic,3,2,7,2024
White,Female,Hispanic,3,1,7,2024
Black,Male,Hispanic,3,3,7,2024
Black,Female,Hispanic,3,1,7,2024
TOM,Female,Hispanic,3,1,7,2024
White,Male,Not Hispanic,3,74,8,2024
White,Female,Not Hispanic,3,75,8,2024
Black,Male,Not Hispanic,3,35,8,2024
Black,Female,Not Hispanic,3,41,8,2024
AIAN,Male,Not Hispanic,3,1,8,2024
NHOPI,Male,Not Hispanic,3,1,8,2024
TOM,Male,Not Hispanic,3,3,8,2024
TOM,Female,Not Hispanic,3,2,8,2024
White,Male,Hispanic,3,2,8,2024
White,Female,Hispanic,3,1,8,2024
Black,Male,Hispanic,3,1,8,2024
TOM,Male,Hispanic,3,4,8,2024
White,Male,Not Hispanic,3,89,9,2024
White,Female,Not Hispanic,3,79,9,2024
Black,Male,Not Hispanic,3,41,9,2024
Black,Female,Not Hispanic,3,35,9,2024
AIAN,Female,Not Hispanic,3,2,9,2024
Asian,Male,Not Hispanic,3,1,9,2024
TOM,Male,Not Hispanic,3,3,9,2024
TOM,Female,Not Hispanic,3,1,9,2024
White,Male,Hispanic,3,1,9,2024
White,Female,Hispanic,3,2,9,2024
AIAN,Female,Hispanic,3,1,9,2024
White,Male,Not Hispanic,3,81,10,2024
White,Female,Not Hispanic,3,69,10,2024
Black,Male,Not Hispanic,3,26,10,2024
Black,Female,Not Hispanic,3,46,10,2024
AIAN,Male,Not Hispanic,3,1,10,2024
AIAN,Female,Not Hispanic,3,1,10,2024
Asian,Female,Not Hispanic,3,1,10,2024
NHOPI,Male,Not Hispanic,3,1,10,2024
NHOPI,Female,Not Hispanic,3,4,10,2024
TOM,Female,Not Hispanic,3,3,10,2024
White,Male,Hispanic,3,3,10,2024
White,Female,Hispanic,3,2,10,2024
Black,Female,Hispanic,3,1,10,2024
TOM,Male,Hispanic,3,1,10,2024
White,Male,Not Hispanic,3,77,11,2024
White,Female,Not Hispanic,3,98,11,2024
Black,Male,Not Hispanic,3,30,11,2024
Black,Female,Not Hispanic,3,46,11,2024
AIAN,Male,Not Hispanic,3,1,11,2024
Asian,Male,Not Hispanic,3,1,11,2024
NHOPI,Female,Not Hispanic,3,1,11,2024
TOM,Male,Not Hispanic,3,2,11,2024
White,Male,Hispanic,3,3,11,2024
White,Female,Hispanic,3,1,11,2024
White,Male,Not Hispanic,3,124,12,2024
White,Female,Not Hispanic,3,90,12,2024
Black,Male,Not Hispanic,3,56,12,2024
Black,Female,Not Hispanic,3,64,12,2024
AIAN,Female,Not Hispanic,3,2,12,2024
NHOPI,Male,Not Hispanic,3,1,12,2024
NHOPI,Female,Not Hispanic,3,1,12,2024
TOM,Male,Not Hispanic,3,4,12,2024
White,Male,Hispanic,3,4,12,2024
White,Female,Hispanic,3,1,12,2024
Black,Male,Hispanic,3,1,12,2024
White,Male,Not Hispanic,3,141,13,2024
White,Female,Not Hispanic,3,124,13,2024
Black,Male,Not Hispanic,3,46,13,2024
Black,Female,Not Hispanic,3,64,13,2024
AIAN,Male,Not Hispanic,3,4,13,2024
AIAN,Female,Not Hispanic,3,1,13,2024
TOM,Male,Not Hispanic,3,4,13,2024
TOM,Female,Not Hispanic,3,1,13,2024
Black,Female,Hispanic,3,1,13,2024
White,Male,Not Hispanic,3,117,14,2024
White,Female,Not Hispanic,3,137,14,2024
Black,Male,Not Hispanic,3,42,14,2024
Black,Female,Not Hispanic,3,58,14,2024
AIAN,Male,Not Hispanic,3,1,14,2024
AIAN,Female,Not Hispanic,3,3,14,2024
Asian,Female,Not Hispanic,3,1,14,2024
TOM,Male,Not Hispanic,3,1,14,2024
TOM,Female,Not Hispanic,3,2,14,2024
White,Male,Hispanic,3,1,14,2024
White,Female,Hispanic,3,2,14,2024
White,Male,Not Hispanic,3,97,15,2024
White,Female,Not Hispanic,3,119,15,2024
Black,Male,Not Hispanic,3,53,15,2024
Black,Female,Not Hispanic,3,69,15,2024
AIAN,Male,Not Hispanic,3,3,15,2024
AIAN,Female,Not Hispanic,3,1,15,2024
Asian,Female,Not Hispanic,3,2,15,2024
NHOPI,Male,Not Hispanic,3,1,15,2024
TOM,Male,Not Hispanic,3,3,15,2024
TOM,Female,Not Hispanic,3,1,15,2024
White,Male,Hispanic,3,1,15,2024
White,Female,Hispanic,3,1,15,2024
White,Male,Not Hispanic,3,78,16,2024
White,Female,Not Hispanic,3,87,16,2024
Black,Male,Not Hispanic,3,15,16,2024
Black,Female,Not Hispanic,3,27,16,2024
AIAN,Male,Not Hispanic,3,1,16,2024
AIAN,Female,Not Hispanic,3,2,16,2024
TOM,Female,Not Hispanic,3,2,16,2024
White,Male,Hispanic,3,4,16,2024
White,Female,Hispanic,3,1,16,2024
White,Male,Not Hispanic,3,35,17,2024
White,Female,Not Hispanic,3,65,17,2024
Black,Male,Not Hispanic,3,10,17,2024
Black,Female,Not Hispanic,3,15,17,2024
TOM,Female,Not Hispanic,3,1,17,2024
White,Female,Hispanic,3,1,17,2024
White,Male,Not Hispanic,3,31,18,2024
White,Female,Not Hispanic,3,59,18,2024
Black,Male,Not Hispanic,3,17,18,2024
Black,Female,Not Hispanic,3,22,18,2024
AIAN,Male,Not Hispanic,3,1,18,2024
Asian,Male,Not Hispanic,3,1,18,2024
Asian,Female,Not Hispanic,3,2,18,2024
TOM,Male,Not Hispanic,3,4,18,2024
TOM,Female,Not Hispanic,3,3,18,2024
White,Female,Hispanic,3,2,18,2024
Black,Female,Hispanic,3,1,18,2024
White,Male,Not Hispanic,5,300,1,2024
White,Female,Not Hispanic,5,268,1,2024
Black,Male,Not Hispanic,5,6,1,2024
Black,Female,Not Hispanic,5,11,1,2024
AIAN,Male,Not Hispanic,5,1,1,2024
AIAN,Female,Not Hispanic,5,1,1,2024
Asian,Male,Not Hispanic,5,1,1,2024
Asian,Female,Not Hispanic,5,2,1,2024
TOM,Male,Not Hispanic,5,20,1,2024
TOM,Female,Not Hispanic,5,23,1,2024
White,Male,Hispanic,5,9,1,2024
White,Female,Hispanic,5,7,1,2024
NHOPI,Male,Hispanic,5,2,1,2024
TOM,Male,Hispanic,5,3,1,2024
TOM,Female,Hispanic,5,1,1,2024
White,Male,Not Hispanic,5,352,2,2024
White,Female,Not Hispanic,5,311,2,2024
Black,Male,Not Hispanic,5,8,2,2024
Black,Female,Not Hispanic,5,9,2,2024
AIAN,Male,Not Hispanic,5,3,2,2024
AIAN,Female,Not Hispanic,5,2,2,2024
NHOPI,Female,Not Hispanic,5,1,2,2024
TOM,Male,Not Hispanic,5,21,2,2024
TOM,Female,Not Hispanic,5,24,2,2024
White,Male,Hispanic,5,6,2,2024
White,Female,Hispanic,5,12,2,2024
AIAN,Male,Hispanic,5,3,2,2024
AIAN,Female,Hispanic,5,4,2,2024
TOM,Female,Hispanic,5,1,2,2024
White,Male,Not Hispanic,5,382,3,2024
White,Female,Not Hispanic,5,381,3,2024
Black,Male,Not Hispanic,5,5,3,2024
Black,Female,Not Hispanic,5,9,3,2024
AIAN,Male,Not Hispanic,5,1,3,2024
Asian,Male,Not Hispanic,5,5,3,2024
Asian,Female,Not Hispanic,5,1,3,2024
TOM,Male,Not Hispanic,5,27,3,2024
TOM,Female,Not Hispanic,5,21,3,2024
White,Male,Hispanic,5,12,3,2024
White,Female,Hispanic,5,10,3,2024
AIAN,Male,Hispanic,5,1,3,2024
AIAN,Female,Hispanic,5,2,3,2024
Asian,Female,Hispanic,5,1,3,2024
White,Male,Not Hispanic,5,631,4,2024
White,Female,Not Hispanic,5,600,4,2024
Black,Male,Not Hispanic,5,23,4,2024
Black,Female,Not Hispanic,5,26,4,2024
AIAN,Female,Not Hispanic,5,1,4,2024
Asian,Male,Not Hispanic,5,8,4,2024
Asian,Female,Not Hispanic,5,3,4,2024
TOM,Male,Not Hispanic,5,16,4,2024
TOM,Female,Not Hispanic,5,9,4,2024
White,Male,Hispanic,5,39,4,2024
White,Female,Hispanic,5,7,4,2024
AIAN,Male,Hispanic,5,1,4,2024
NHOPI,Male,Hispanic,5,1,4,2024
TOM,Male,Hispanic,5,1,4,2024
White,Male,Not Hispanic,5,595,5,2024
White,Female,Not Hispanic,5,593,5,2024
Black,Male,Not Hispanic,5,83,5,2024
Black,Female,Not Hispanic,5,26,5,2024
AIAN,Male,Not Hispanic,5,1,5,2024
AIAN,Female,Not Hispanic,5,3,5,2024
Asian,Male,Not Hispanic,5,16,5,2024
Asian,Female,Not Hispanic,5,1,5,2024
TOM,Male,Not Hispanic,5,7,5,2024
TOM,Female,Not Hispanic,5,9,5,2024
White,Male,Hispanic,5,33,5,2024
White,Female,Hispanic,5,16,5,2024
Black,Male,Hispanic,5,2,5,2024
Black,Female,Hispanic,5,1,5,2024
AIAN,Male,Hispanic,5,6,5,2024
AIAN,Female,Hispanic,5,1,5,2024
TOM,Female,Hispanic,5,3,5,2024
White,Male,Not Hispanic,5,401,6,2024
White,Female,Not Hispanic,5,350,6,2024
Black,Male,Not Hispanic,5,100,6,2024
Black,Female,Not Hispanic,5,25,6,2024
AIAN,Male,Not Hispanic,5,8,6,2024
AIAN,Female,Not Hispanic,5,4,6,2024
Asian,Male,Not Hispanic,5,15,6,2024
Asian,Female,Not Hispanic,5,1,6,2024
TOM,Male,Not Hispanic,5,9,6,2024
TOM,Female,Not Hispanic,5,9,6,2024
White,Male,Hispanic,5,60,6,2024
White,Female,Hispanic,5,8,6,2024
Black,Male,Hispanic,5,3,6,2024
Black,Female,Hispanic,5,2,6,2024
AIAN,Male,Hispanic,5,1,6,2024
AIAN,Female,Hispanic,5,4,6,2024
TOM,Female,Hispanic,5,3,6,2024
White,Male,Not Hispanic,5,392,7,2024
White,Female,Not Hispanic,5,380,7,2024
Black,Male,Not Hispanic,5,174,7,2024
Black,Female,Not Hispanic,5,22,7,2024
AIAN,Male,Not Hispanic,5,9,7,2024
AIAN,Female,Not Hispanic,5,3,7,2024
