Illinois,Race,Sex,Ethnicity,County,Count,Age,Year
17,White,Male,Not Hispanic,1,1861,1,2017
17,White,Female,Not Hispanic,1,1666,1,2017
17,Black,Male,Not Hispanic,1,122,1,2017
17,Black,Female,Not Hispanic,1,106,1,2017
17,AIAN,Male,Not Hispanic,1,4,1,2017
17,AIAN,Female,Not Hispanic,1,2,1,2017
17,Asian,Male,Not Hispanic,1,28,1,2017
17,Asian,Female,Not Hispanic,1,43,1,2017
17,NHOPI,Female,Not Hispanic,1,1,1,2017
17,TOM,Male,Not Hispanic,1,104,1,2017
17,TOM,Female,Not Hispanic,1,116,1,2017
17,White,Male,Hispanic,1,52,1,2017
17,White,Female,Hispanic,1,38,1,2017
17,Black,Male,Hispanic,1,7,1,2017
17,Black,Female,Hispanic,1,4,1,2017
17,AIAN,Male,Hispanic,1,2,1,2017
17,AIAN,Female,Hispanic,1,2,1,2017
17,TOM,Male,Hispanic,1,5,1,2017
17,TOM,Female,Hispanic,1,1,1,2017
17,White,Male,Not Hispanic,1,1813,2,2017
17,White,Female,Not Hispanic,1,1736,2,2017
17,Black,Male,Not Hispanic,1,114,2,2017
17,Black,Female,Not Hispanic,1,97,2,2017
17,AIAN,Male,Not Hispanic,1,6,2,2017
17,AIAN,Female,Not Hispanic,1,2,2,2017
17,Asian,Male,Not Hispanic,1,19,2,2017
17,Asian,Female,Not Hispanic,1,11,2,2017
17,NHOPI,Female,Not Hispanic,1,2,2,2017
17,TOM,Male,Not Hispanic,1,118,2,2017
17,TOM,Female,Not Hispanic,1,89,2,2017
17,White,Male,Hispanic,1,39,2,2017
17,White,Female,Hispanic,1,39,2,2017
17,Black,Male,Hispanic,1,3,2,2017
17,Black,Female,Hispanic,1,1,2,2017
17,AIAN,Female,Hispanic,1,1,2,2017
17,TOM,Male,Hispanic,1,5,2,2017
17,TOM,Female,Hispanic,1,3,2,2017
17,White,Male,Not Hispanic,1,1914,3,2017
17,White,Female,Not Hispanic,1,1741,3,2017
17,Black,Male,Not Hispanic,1,103,3,2017
17,Black,Female,Not Hispanic,1,110,3,2017
17,AIAN,Male,Not Hispanic,1,4,3,2017
17,AIAN,Female,Not Hispanic,1,6,3,2017
17,Asian,Male,Not Hispanic,1,18,3,2017
17,Asian,Female,Not Hispanic,1,19,3,2017
17,TOM,Male,Not Hispanic,1,95,3,2017
17,TOM,Female,Not Hispanic,1,97,3,2017
17,White,Male,Hispanic,1,31,3,2017
17,White,Female,Hispanic,1,41,3,2017
17,Black,Male,Hispanic,1,3,3,2017
17,Black,Female,Hispanic,1,8,3,2017
17,AIAN,Male,Hispanic,1,4,3,2017
17,AIAN,Female,Hispanic,1,3,3,2017
17,Asian,Male,Hispanic,1,1,3,2017
17,TOM,Male,Hispanic,1,4,3,2017
17,TOM,Female,Hispanic,1,6,3,2017
17,White,Male,Not Hispanic,1,1772,4,2017
17,White,Female,Not Hispanic,1,1683,4,2017
17,Black,Male,Not Hispanic,1,108,4,2017
17,Black,Female,Not Hispanic,1,111,4,2017
17,AIAN,Male,Not Hispanic,1,3,4,2017
17,AIAN,Female,Not Hispanic,1,3,4,2017
17,Asian,Male,Not Hispanic,1,11,4,2017
17,Asian,Female,Not Hispanic,1,9,4,2017
17,TOM,Male,Not Hispanic,1,70,4,2017
17,TOM,Female,Not Hispanic,1,65,4,2017
17,White,Male,Hispanic,1,30,4,2017
17,White,Female,Hispanic,1,32,4,2017
17,Black,Male,Hispanic,1,4,4,2017
17,Black,Female,Hispanic,1,1,4,2017
17,AIAN,Male,Hispanic,1,23,4,2017
17,AIAN,Female,Hispanic,1,1,4,2017
17,Asian,Male,Hispanic,1,2,4,2017
17,Asian,Female,Hispanic,1,2,4,2017
17,NHOPI,Female,Hispanic,1,1,4,2017
17,TOM,Male,Hispanic,1,8,4,2017
17,TOM,Female,Hispanic,1,8,4,2017
17,White,Male,Not Hispanic,1,1656,5,2017
17,White,Female,Not Hispanic,1,1627,5,2017
17,Black,Male,Not Hispanic,1,128,5,2017
17,Black,Female,Not Hispanic,1,102,5,2017
17,AIAN,Male,Not Hispanic,1,7,5,2017
17,AIAN,Female,Not Hispanic,1,2,5,2017
17,Asian,Male,Not Hispanic,1,8,5,2017
17,Asian,Female,Not Hispanic,1,51,5,2017
17,NHOPI,Female,Not Hispanic,1,1,5,2017
17,TOM,Male,Not Hispanic,1,47,5,2017
17,TOM,Female,Not Hispanic,1,40,5,2017
17,White,Male,Hispanic,1,36,5,2017
17,White,Female,Hispanic,1,38,5,2017
17,Black,Male,Hispanic,1,2,5,2017
17,Black,Female,Hispanic,1,3,5,2017
17,AIAN,Male,Hispanic,1,1,5,2017
17,Asian,Male,Hispanic,1,1,5,2017
17,Asian,Female,Hispanic,1,1,5,2017
17,NHOPI,Male,Hispanic,1,1,5,2017
17,TOM,Male,Hispanic,1,4,5,2017
17,TOM,Female,Hispanic,1,4,5,2017
17,White,Male,Not Hispanic,1,1796,6,2017
17,White,Female,Not Hispanic,1,1853,6,2017
17,Black,Male,Not Hispanic,1,96,6,2017
17,Black,Female,Not Hispanic,1,87,6,2017
17,AIAN,Male,Not Hispanic,1,1,6,2017
17,AIAN,Female,Not Hispanic,1,3,6,2017
17,Asian,Male,Not Hispanic,1,15,6,2017
17,Asian,Female,Not Hispanic,1,9,6,2017
17,NHOPI,Female,Not Hispanic,1,1,6,2017
17,TOM,Male,Not Hispanic,1,32,6,2017
17,TOM,Female,Not Hispanic,1,34,6,2017
17,White,Male,Hispanic,1,29,6,2017
17,White,Female,Hispanic,1,31,6,2017
17,Black,Male,Hispanic,1,2,6,2017
17,Black,Female,Hispanic,1,2,6,2017
17,AIAN,Male,Hispanic,1,2,6,2017
17,Asian,Male,Hispanic,1,2,6,2017
17,TOM,Female,Hispanic,1,5,6,2017
17,White,Male,Not Hispanic,1,1787,7,2017
17,White,Female,Not Hispanic,1,1826,7,2017
17,Black,Male,Not Hispanic,1,88,7,2017
17,Black,Female,Not Hispanic,1,80,7,2017
17,AIAN,Male,Not Hispanic,1,2,7,2017
17,AIAN,Female,Not Hispanic,1,9,7,2017
17,Asian,Male,Not Hispanic,1,16,7,2017
17,Asian,Female,Not Hispanic,1,18,7,2017
17,NHOPI,Female,Not Hispanic,1,1,7,2017
17,TOM,Male,Not Hispanic,1,24,7,2017
17,TOM,Female,Not Hispanic,1,27,7,2017
17,White,Male,Hispanic,1,41,7,2017
17,White,Female,Hispanic,1,22,7,2017
17,Black,Male,Hispanic,1,3,7,2017
17,Black,Female,Hispanic,1,4,7,2017
17,Asian,Male,Hispanic,1,2,7,2017
17,TOM,Female,Hispanic,1,3,7,2017
17,White,Male,Not Hispanic,1,1854,8,2017
17,White,Female,Not Hispanic,1,1813,8,2017
17,Black,Male,Not Hispanic,1,70,8,2017
17,Black,Female,Not Hispanic,1,52,8,2017
17,AIAN,Male,Not Hispanic,1,1,8,2017
17,AIAN,Female,Not Hispanic,1,4,8,2017
17,Asian,Male,Not Hispanic,1,24,8,2017
17,Asian,Female,Not Hispanic,1,23,8,2017
17,NHOPI,Male,Not Hispanic,1,2,8,2017
17,TOM,Male,Not Hispanic,1,19,8,2017
17,TOM,Female,Not Hispanic,1,22,8,2017
17,White,Male,Hispanic,1,35,8,2017
17,White,Female,Hispanic,1,31,8,2017
17,Black,Male,Hispanic,1,8,8,2017
17,Black,Female,Hispanic,1,2,8,2017
17,AIAN,Female,Hispanic,1,2,8,2017
17,Asian,Female,Hispanic,1,1,8,2017
17,TOM,Female,Hispanic,1,2,8,2017
17,White,Male,Not Hispanic,1,1570,9,2017
17,White,Female,Not Hispanic,1,1572,9,2017
17,Black,Male,Not Hispanic,1,81,9,2017
